17 Tau;3.747924;+;24.113447;0;3.72;Electra
25 Eri;3.749027;+;0;0;5.56;-
18 Tau;3.752705;+;24.839264;0;5.66;-
nu. Per;3.753231;+;42.57855;0;3.77;-
q Tau;3.753471;+;24.467272;0;4.3;Taygeta
u Tau;3.761234;+;6.049994;0;5.34;-
20 Tau;3.76378;+;24.367756;0;3.87;Maia
21 Tau;3.765132;+;24.554514;0;5.76;Asterope
22 Tau;3.767472;+;24.5279;0;6.43;Sterope II
pi. Eri;3.769038;-;12.101597;0;4.43;-
23 Tau;3.772104;+;23.948353;0;4.14;Merope
sig For;3.774286;-;29.338161;0;5.91;-
tau06 Eri;3.780802;-;23.249756;0;4.22;-
gam Hyi;3.787317;-;74.238964;0;3.26;-
eta Tau;3.791407;+;24.105239;0;2.85;Alcyone
tau07 Eri;3.794348;-;23.874675;0;5.24;-
rho For;3.798901;-;30.167889;0;5.52;-
e Tau;3.804518;+;11.143303;0;5.08;-
f Eri B;3.809967;-;37.620156;0;4.3;-
26 Tau;3.815817;+;23.857131;0;6.47;-
27 Tau;3.819373;+;24.053417;0;3.62;Atlas
28 Tau;3.819782;+;24.136714;0;5.05;Pleione
g Eri;3.824234;-;36.200244;0;4.17;-
n Per;3.825747;+;33.091389;0;5.14;-
gam Cam;3.839308;+;71.332264;0;4.59;-
31 Tau;3.866728;+;6.534833;0;5.66;-
30 Eri;3.878237;-;5.361247;0;5.48;-
i Eri;3.894152;-;34.7323;0;5.11;-
tau08 Eri;3.895196;-;24.612225;0;4.64;-
zet Per;3.902201;+;31.883639;0;2.84;-
32 Eri B;3.904858;-;2.954736;0;6.14;-
X Per;3.923077;+;31.045844;0;6.79;-
43 Per;3.943478;+;50.695381;0;5.28;-
32 Tau;3.947799;+;22.477986;0;5.62;-
33 Tau;3.951058;+;23.175556;0;6.05;-
eps Per;3.964228;+;40.010269;0;2.9;-
gam Eri;3.967158;-;13.508511;0;2.97;Zaurak
del Ret;3.979097;-;61.400183;0;4.56;-
ksi Per;3.98275;+;35.791033;0;3.98;Menkib
tau09 Eri;3.998743;-;24.016256;0;4.62;-
lam Tau;4.011338;+;12.49035;0;3.41;-
gam Ret;4.014946;-;62.159278;0;4.48;-
iot Ret;4.021708;-;61.078822;0;4.97;-
35 Eri;4.025569;-;1.549658;0;5.28;-
nu. Tau;4.052606;+;5.989306;0;3.91;-
40 Tau;4.062391;+;5.435622;0;5.32;-
36 Tau;4.072687;+;24.105992;0;5.46;-
37 Tau;4.078255;+;22.081931;0;4.36;-
39 Tau;4.088961;+;22.008908;0;5.9;-
lam Per;4.109732;+;50.351244;0;4.25;-
41 Tau;4.110114;+;27.599908;0;5.18;-
psi Tau;4.116793;+;29.001303;0;5.21;-
49 Per;4.137608;+;37.727519;0;6.07;-
50 Per;4.143505;+;38.039764;0;5.52;-
c Per;4.144354;+;47.712592;0;3.96;-
ome01 Tau;4.152768;+;19.609217;0;5.51;-
37 Eri;4.172923;-;6.923853;0;5.44;-
p Tau;4.180517;+;26.480956;0;5.39;-
del Hor;4.180718;-;41.993578;0;4.93;-
45 Tau;4.188967;+;5.523047;0;5.71;-
omi01 Eri;4.197761;-;6.837583;0;4.04;Beid
46 Tau;4.225863;+;7.71605;0;5.29;-
47 Tau;4.232329;+;9.263811;0;4.84;-
alf Hor;4.233365;-;42.294375;0;3.85;-
39 Eri;4.239913;-;10.256269;0;4.87;-
alf Ret;4.240412;-;62.473861;0;3.33;-
f Per;4.248143;+;40.483658;0;4.67;-
mu. Per;4.248295;+;48.409331;0;4.12;-
omi02 Eri;4.254882;-;7.644867;0;4.43;Keid
mu. Tau;4.258905;+;8.892358;0;4.27;-
48 Tau;4.262857;+;15.400694;0;6.31;-
gam Dor;4.267107;-;51.486642;0;4.26;-
eps Ret;4.27473;-;59.302161;0;4.44;-
ome02 Tau;4.287684;+;20.5786;0;4.93;-
tet Ret;4.29452;-;63.255469;0;5.88;-
ups04 Eri;4.298228;-;33.798331;0;3.55;-
del Men;4.299798;-;80.214031;0;5.67;-
b Per;4.304061;+;50.295503;0;4.6;-
51 Tau;4.306446;+;21.579292;0;5.64;-
53 Tau;4.323916;+;21.142314;0;5.5;-
56 Tau;4.326863;+;21.773494;0;5.34;-
gam Tau;4.32989;+;15.627644;0;3.65;Hyadum I
55 Tau;4.331905;+;16.522611;0;6.85;-
h Tau;4.332696;+;14.035206;0;5.58;-
b02 Per;4.336531;+;50.920936;0;5.55;-
phi Tau;4.339227;+;27.350758;0;4.97;-
54 Per;4.340178;+;34.566725;0;4.93;-
58 Tau;4.343419;+;15.095453;0;5.26;-
d Eri;4.345232;-;7.592494;0;5.85;-
nu. Men;4.349464;-;81.579917;0;5.78;-
d Per;4.359213;+;46.498886;0;4.8;-
eta Ret;4.364813;-;63.386392;0;5.24;-
60 Tau;4.367644;+;14.077197;0;5.72;-
chi Tau;4.376373;+;25.629317;0;5.38;-
del Tau;4.382248;+;17.542519;0;3.77;Hyadum II
63 Tau;4.390295;+;16.777267;0;5.64;-
ksi Eri;4.394681;-;3.745472;0;5.17;-
r Tau;4.397729;+;9.460967;0;5.1;-
62 Tau;4.399934;+;24.301;0;6.34;-
43 Eri;4.400616;-;34.01685;0;3.97;-
del02 Tau;4.4016;+;17.444139;0;4.8;-
55 Per;4.408099;+;34.130764;0;5.73;-
56 Per;4.410405;+;33.959719;0;5.77;-
kap01 Tau;4.422824;+;22.293878;0;4.21;-
kap02 Tau;4.423616;+;22.200008;0;5.27;-
del03 Tau;4.42483;+;17.927908;0;4.3;-
70 Tau;4.427033;+;15.941022;0;6.44;-
ups Tau;4.438462;+;22.813583;0;4.28;-
71 Tau;4.439094;+;15.618286;0;4.48;-
pi. Tau;4.443437;+;14.713792;0;4.69;-
72 Tau;4.454847;+;22.996333;0;5.53;-
76 Tau;4.473167;+;14.740981;0;5.9;-
75 Tau;4.473991;+;16.359678;0;4.96;-
44 Eri;4.475589;+;1.380825;0;5.53;-
tet01 Tau;4.476249;+;15.962161;0;3.84;-
eps Tau;4.476944;+;19.180436;0;3.53;Ain
tet02 Tau;4.477706;+;15.870886;0;3.4;-
b Tau;4.480601;+;13.047606;0;5.02;-
80 Tau;4.502389;+;15.637833;0;5.58;-
83 Tau;4.510379;+;13.724406;0;5.4;-
81 Tau;4.510803;+;15.691878;0;5.47;-
del Cae;4.513917;-;44.953753;0;5.07;-
84 Tau;4.518664;+;15.105042;0;6.28;-
85 Tau;4.531044;+;15.851564;0;6.01;-
45 Eri;4.531296;+;0;0;4.91;-
1 Cam;4.533846;+;53.910842;0;5.78;-
m Per;4.556918;+;43.063889;0;6.09;-
ups01 Eri;4.558487;-;29.766497;0;4.49;-
rho Tau;4.564144;+;14.844428;0;4.65;-
46 Eri;4.565202;-;6.738911;0;5.71;-
alf Dor;4.56659;-;55.045022;0;3.3;-
47 Eri;4.569897;-;8.231353;0;5.2;-
ups02 Eri;4.592511;-;30.562336;0;3.81;Theemim
88 Tau;4.59424;+;10.1608;0;4.25;-
nu. Eri;4.605317;-;3.352447;0;3.93;-
58 Per;4.611508;+;41.264817;0;4.25;-
R Dor;4.612665;-;62.077158;0;5.59;-
49 Eri;4.620465;+;0;0;5.32;-
51 Eri;4.626703;-;2.473536;0;5.22;-
89 Tau;4.635953;+;16.033331;0;5.78;-
c Tau;4.635962;+;12.510839;0;4.27;-
l Eri;4.63634;-;14.303983;0;3.86;Sceptrum
sig01 Tau;4.652561;+;15.799869;0;5.08;-
sig02 Tau;4.654584;+;15.917981;0;4.67;-
3 Cam;4.665189;+;53.079536;0;5.07;-
2 Cam;4.666121;+;53.473217;0;5.36;-
93 Tau;4.667616;+;12.197606;0;5.45;-
54 Eri;4.67403;-;19.671483;0;4.32;-
alf Cae;4.676031;-;41.863753;0;4.44;-
bet Cae;4.700967;-;37.144289;0;5.04;-
tau Tau;4.704084;+;22.956942;0;4.27;-
lam Pic;4.712895;-;50.481333;0;5.3;-
59 Per;4.715092;+;43.365139;0;5.3;-
mu. Men;4.717767;-;70.931028;0;5.53;-
95 Tau;4.720488;+;24.088919;0;6.18;-
55 Eri B;4.726435;-;8.796222;0;5.98;-
lam Cae;4.728965;-;41.064786;0;6.24;-
56 Eri;4.734811;-;8.503572;0;5.78;-
kap Dor;4.739209;-;59.732736;0;5.28;-
mu. Eri;4.758373;-;3.254625;0;4.01;-
58 Eri;4.793414;-;16.934453;0;5.49;-
zet Cae;4.797105;-;30.020369;0;6.35;-
4 Cam;4.800075;+;56.757181;0;5.29;-
59 Eri;4.809037;-;16.329483;0;5.76;-
96 Tau;4.828911;+;15.904225;0;6.09;-
pi.03 Ori;4.830669;+;6.961275;0;3.19;Tabit
1 Aur;4.831844;+;37.488275;0;4.89;-
60 Eri;4.83656;-;16.217156;0;5.03;-
nu. Cae;4.837828;-;41.320847;0;6.06;-
pi.02 Ori;4.843534;+;8.900183;0;4.35;-
iot Pic A;4.848697;-;53.461517;0;5.58;-
iot Pic B;4.849028;-;53.459708;0;6.42;-
pi.04 Ori;4.853434;+;5.605103;0;3.68;-
i Tau;4.856239;+;18.839869;0;5.08;-
omi Ori;4.875546;+;14.25065;0;4.71;-
2 Aur;4.877217;+;36.703183;0;4.79;-
ome Eri;4.881575;-;5.4527;0;4.36;-
5 Ori;4.889659;+;2.508225;0;5.33;-
alf Cam;4.900836;+;66.342661;0;4.26;-
pi.05 Ori;4.904193;+;2.440672;0;3.71;-
g Ori;4.913027;+;11.426014;0;5.18;-
pi.01 Ori;4.914924;+;10.150856;0;4.64;-
5 Cam;4.917539;+;55.259128;0;5.52;-
eta Men;4.919778;-;74.936856;0;5.47;-
R Eri;4.921847;-;16.417747;0;5.71;-
omi02 Ori;4.939521;+;13.514472;0;4.06;-
b Eri;4.940052;-;5.171356;0;5.5;-
iot Aur;4.949894;+;33.166092;0;2.69;Hassaleh
7 Cam;4.954778;+;53.752103;0;4.43;-
99 Tau;4.963513;+;23.948556;0;5.79;-
k Tau;4.969276;+;25.050406;0;5.79;-
pi.06 Ori;4.975806;+;1.714017;0;4.47;-
ksi Men;4.980824;-;82.470514;0;5.84;-
ome Aur;4.987614;+;37.89025;0;4.93;-
101 Tau;4.995645;+;15.916736;0;6.75;-
8 Cam;4.996202;+;53.155453;0;6.09;-
63 Eri;4.997348;-;10.263311;0;5.39;-
64 Eri;4.998816;-;12.537414;0;4.78;-
5 Aur;5.005095;+;39.394703;0;5.95;-
6 Aur;5.006449;+;39.654647;0;6.46;-
psi Eri;5.023984;-;7.173967;0;4.8;-
eps Aur;5.032816;+;43.823314;0;3.03;Almaaz
zet Aur;5.041302;+;41.075839;0;3.69;Hoedus I
bet Men;5.045277;-;71.3143;0;5.3;-
1 Lep;5.045828;-;22.795053;0;5.74;-
eta01 Pic;5.046857;-;49.151406;0;5.37;-
iot Tau;5.051596;+;21.589967;0;4.62;-
bet Cam;5.05697;+;60.442244;0;4.03;-
gam Cae;5.073445;-;35.482975;0;4.55;-
gam02 Cae;5.073932;-;35.705108;0;6.32;-
11 Ori;5.076153;+;15.404108;0;4.65;-
eta02 Pic;5.082781;-;49.577836;0;5.05;-
W Ori;5.089922;+;1.177631;0;6.1;-
eps Lep;5.091018;-;22.371036;0;3.19;-
zet Dor;5.091849;-;57.472697;0;4.71;-
11 Cam;5.10235;+;58.972389;0;5.22;-
12 Cam;5.103371;+;59.021342;0;6.08;-
eta Aur;5.108575;+;41.234642;0;3.18;Hoedus II
9 Aur;5.111286;+;51.597728;0;4.98;-
66 Eri;5.11268;-;4.655164;0;5.12;-
m Tau;5.124169;+;18.64505;0;4.91;-
13 Ori;5.127309;+;9.471822;0;6.15;-
l Tau;5.130111;+;20.418378;0;5.28;-
bet Eri;5.130842;-;5.086269;0;2.78;Cursa
i Ori;5.131356;+;8.498472;0;5.33;-
105 Tau;5.132066;+;21.704822;0;5.84;-
103 Tau;5.135173;+;24.265172;0;5.5;-
68 Eri;5.145472;-;4.456214;0;5.11;-
lam Eri;5.15244;-;8.754083;0;4.25;-
h Ori;5.155456;+;9.829581;0;5.43;-
15 Ori;5.161656;+;15.597236;0;4.81;-
iot Lep;5.204973;-;11.869208;0;4.45;-
mu. Lep;5.215521;-;16.205433;0;3.29;-
kap Lep;5.220522;-;12.941294;0;4.36;-
rho Ori;5.221523;+;2.861256;0;4.46;-
mu. Aur;5.223811;+;38.484503;0;4.82;-
14 Cam;5.225346;+;62.691133;0;6.49;-
tet Dor;5.229293;-;67.185256;0;4.81;-
14 Aur;5.256776;+;32.687594;0;5.01;-
108 Tau;5.257682;+;22.284861;0;6.26;-
18 Ori;5.267815;+;11.341353;0;5.52;-
AE Aur;5.271708;+;34.312314;0;5.99;-
omi Col;5.291414;-;34.895217;0;4.81;-
tau Ori;5.293442;-;6.844406;0;3.59;-
16 Aur;5.302936;+;33.371628;0;4.54;-
17 Aur;5.30525;+;33.767364;0;6.15;-
lam Aur;5.318917;+;40.100644;0;4.69;-
21 Ori;5.319783;+;2.595814;0;5.34;-
n Tau;5.321278;+;22.096511;0;4.96;-
zet Pic;5.322815;-;50.605956;0;5.44;-
18 Aur;5.323263;+;33.985408;0;6.49;-
15 Cam;5.324405;+;58.117367;0;6.13;-
lam Lep;5.326257;-;13.176786;0;4.29;-
nu. Lep;5.333062;-;12.315597;0;5.29;-
19 Aur;5.33359;+;33.958058;0;5.05;-
o Ori;5.362707;+;0;0;4.72;-
rho Aur;5.363449;+;41.804583;0;5.22;-
kap Pic;5.372819;-;56.134403;0;6.1;-
23 Ori;5.380556;+;3.544447;0;4.99;-
22 Aur;5.389686;+;28.936764;0;6.45;-
16 Cam;5.391063;+;57.544522;0;5.24;-
8 Lep;5.391711;-;13.927358;0;5.25;-
110 Tau;5.393807;+;16.699303;0;6.09;-
e Ori;5.399119;-;7.808056;0;4.13;-
111 Tau;5.407073;+;17.383536;0;5;-
eta Ori;5.40798;-;2.397033;0;3.35;-
p Ori;5.408029;+;0;0;5.07;-
sig Aur;5.410872;+;37.385347;0;5.02;-
psi01 Ori;5.412452;+;1.846447;0;4.89;-
tet Pic;5.412857;-;52.316253;0;6.26;-
113 Tau;5.434923;+;16.700158;0;6.23;-
lam Dor;5.438685;-;58.912519;0;5.14;-
psi02 Ori;5.447285;+;3.095647;0;4.59;-
115 Tau;5.452804;+;17.962222;0;5.4;-
o Tau;5.460579;+;21.936967;0;4.88;-
phi Aur;5.460801;+;34.475894;0;5.08;-
116 Tau;5.462669;+;15.87405;0;5.52;-
117 Tau;5.467114;+;17.239139;0;5.77;-
bet Lep;5.470757;-;20.759244;0;2.81;Nihal
118 Tau;5.487916;+;25.150219;0;5.47;-
31 Ori;5.495551;-;1.092236;0;4.71;-
17 Cam;5.502834;+;63.067219;0;5.43;-
31 Men;5.503857;-;84.785103;0;6.18;-
CK Ori;5.505534;+;4.204797;0;6.21;-
32 Ori;5.51307;+;5.948122;0;4.2;-
10 Lep;5.518785;-;20.863658;0;5.53;-
eps Col;5.520209;-;35.470519;0;3.86;-
n01 Ori;5.520703;+;3.292119;0;5.46;-
gam Men;5.531375;-;76.340983;0;5.18;-
ups Ori;5.532183;-;7.301542;0;4.62;Thabit
119 Tau;5.536876;+;18.594239;0;4.32;-
18 Cam;5.542722;+;57.221067;0;6.44;-
chi Aur;5.545465;+;32.192028;0;4.71;-
alf Lep;5.545504;-;17.822292;0;2.58;Arneb
G Dor;5.549882;-;64.227528;0;5.34;-
VV Ori;5.558736;-;1.156075;0;5.36;-
120 Tau;5.558786;+;18.540233;0;5.67;-
bet Dor;5.560422;-;62.489828;0;3.76;-
35 Ori;5.565079;+;14.305578;0;5.6;-
38 Ori;5.571326;+;3.766892;0;5.32;-
phi01 Ori;5.580344;+;9.489578;0;4.39;-
lam Ori A;5.585633;+;9.934156;0;3.39;Heka
tet01 Ori A;5.58773;-;5.387322;0;4.98;-
tet01 Ori C;5.587906;-;5.389772;0;5.13;-
tet01 Ori D;5.588126;-;5.38795;0;6.71;-
tet02 Ori A;5.589694;-;5.416056;0;4.98;-
c Ori;5.589766;-;4.838339;0;4.58;-
iot Ori;5.59055;-;5.9099;0;2.75;Hatysa
121 Tau;5.590869;+;24.039594;0;5.37;-
iot Men;5.593377;-;78.820839;0;6.04;-
45 Ori;5.594301;-;4.856067;0;5.24;-
phi02 Ori;5.615108;+;9.290669;0;4.09;-
122 Tau;5.617705;+;17.040331;0;5.53;-
pi. Men;5.619126;-;80.471556;0;5.65;-
19 Cam;5.620851;+;64.154694;0;6.15;-
nu.01 Col;5.621249;-;27.87135;0;6.15;-
zet Tau;5.627412;+;21.142589;0;2.97;-
nu.02 Col;5.629061;-;28.689689;0;5.28;-
26 Aur;5.643913;+;30.492425;0;5.4;-
sig Ori;5.645768;-;2.600069;0;3.77;-
d Ori;5.648079;-;7.212828;0;4.77;-
22 Cam;5.651501;+;56.360042;0;7.17;-
ome Ori;5.653096;+;4.121464;0;4.5;-
alf Col;5.660817;-;34.074053;0;2.65;Phakt
125 Tau;5.662278;+;25.897094;0;5.18;-
126 Tau;5.688254;+;16.534144;0;4.84;-
12 Lep;5.703878;-;22.373714;0;5.88;-
b Ori;5.707953;+;1.474628;0;4.9;-
24 Cam;5.717132;+;56.581519;0;6.05;-
23 Cam;5.73568;+;61.476531;0;6.17;-
gam Lep;5.741101;-;22.447536;0;3.59;-
del Dor;5.746216;-;65.735522;0;4.34;-
omi Aur;5.765011;+;49.826281;0;5.46;-
mu. Col;5.766637;-;32.306439;0;5.18;-
26 Cam;5.775109;+;56.115572;0;5.93;-
129 Tau;5.779305;+;15.822497;0;6;-
28 Cam;5.781835;+;56.923925;0;6.79;-
zet Lep;5.782597;-;14.821947;0;3.55;-
131 Tau;5.786987;+;14.488317;0;5.72;-
bet Pic;5.78808;-;51.066511;0;3.85;-
130 Tau;5.79061;+;17.729142;0;5.47;-
133 Tau;5.795252;+;13.899606;0;5.28;-
lam Men;5.796704;-;72.70225;0;6.54;-
52 Ori;5.800052;+;6.453897;0;5.26;-
132 Tau;5.816933;+;24.567497;0;4.88;-
tau Aur;5.819566;+;39.181075;0;4.51;-
134 Tau;5.825814;+;12.651322;0;4.89;-
gam Pic;5.830462;-;56.166669;0;4.5;-
eps Dor;5.831534;-;66.901186;0;5.1;-
kap Men;5.837996;-;79.361361;0;5.46;-
135 Tau;5.841364;+;14.305611;0;5.54;-
29 Cam;5.842742;+;56.918939;0;6.53;-
bet Col;5.849331;-;35.768308;0;3.12;Wazn
ups Aur;5.850678;+;37.305575;0;4.72;-
del Lep;5.85536;-;20.879075;0;3.76;-
55 Ori;5.856107;-;7.518003;0;5.36;-
nu. Aur;5.858164;+;39.148494;0;3.97;-
30 Cam;5.87146;+;58.964089;0;6.14;-
137 Tau;5.872859;+;14.171786;0;5.6;-
56 Ori;5.874011;+;1.855139;0;4.76;-
lam Col;5.885245;-;33.801364;0;4.88;-
136 Tau;5.888791;+;27.612264;0;4.56;-
36 Dor;5.901689;-;63.089683;0;4.65;-
chi01 Ori;5.906382;+;20.276192;0;4.39;-
ksi Aur;5.914107;+;55.706908;0;4.96;-
57 Ori;5.915746;+;19.749611;0;5.92;-
31 Cam;5.916063;+;59.888367;0;5.2;-
ksi Col;5.924977;-;37.120661;0;4.97;-
sig Col;5.939151;-;31.382442;0;5.52;-
eta Lep;5.940088;-;14.168031;0;3.71;-
gam Col;5.958947;-;35.283281;0;4.36;-
139 Tau;5.966571;+;25.953911;0;4.81;-
59 Ori;5.973456;+;1.837111;0;5.89;-
60 Ori;5.980437;+;0;0;5.21;-
1 Mon;5.983633;-;9.382225;0;6.15;-
2 Mon;5.984531;-;9.558253;0;5.04;-
eta Col;5.985779;-;42.815131;0;3.96;-
del Aur;5.99212;+;54.284675;0;3.72;-
tet Aur;5.995344;+;37.212747;0;2.65;-
pi. Aur;5.998916;+;45.936736;0;4.3;-
36 Aur;6.016268;+;47.901922;0;5.71;-
141 Tau;6.028229;+;22.401006;0;6.36;-
3 Mon;6.030673;-;10.597947;0;4.92;-
mu. Ori;6.039722;+;9.647294;0;4.12;-
38 Aur;6.054989;+;42.911544;0;6.08;-
64 Ori;6.057602;+;19.690561;0;5.14;-
chi02 Ori;6.065329;+;20.138447;0;4.64;-
1 Gem;6.068671;+;23.263608;0;4.16;Propus
72 Col;6.072296;-;32.172431;0;5.65;-
35 Cam;6.074752;+;51.573392;0;6.39;-
63 Ori;6.082829;+;5.419975;0;5.67;-
66 Ori;6.082878;+;4.158672;0;5.63;-
17 Lep;6.083091;-;16.484436;0;4.92;-
39 Aur;6.084274;+;42.981642;0;5.9;-
S Lep;6.095985;-;24.195561;0;6.74;-
tet Lep;6.10259;-;14.935256;0;4.67;-
eta01 Dor;6.102607;-;66.039619;0;5.72;-
40 Aur;6.109749;+;38.482642;0;5.35;-
pi.01 Col;6.1114;-;42.2988;0;6.15;-
2 Gem;6.113516;+;23.638603;0;6.67;-
tet Col;6.125453;-;37.252919;0;5;-
nu. Ori;6.126202;+;14.768472;0;4.42;-
19 Lep;6.128233;-;19.165861;0;5.28;-
pi.02 Col;6.131349;-;42.154042;0;5.5;-
nu. Dor;6.145629;-;68.843414;0;5.06;-
3 Gem;6.162218;+;23.113475;0;5.75;-
37 Cam;6.166393;+;58.935694;0;5.35;-
alf Men;6.170687;-;74.753044;0;5.08;-
del Pic;6.171641;-;54.968647;0;4.72;-
4 Gem;6.174982;+;22.997875;0;6.88;-
eta02 Dor;6.187495;-;65.589414;0;5.01;-
5 Gem;6.192307;+;24.420253;0;5.83;-
41 Aur B;6.193497;+;48.710992;0;6.82;-
ksi Ori;6.198999;+;14.208767;0;4.45;-
68 Ori;6.200372;+;19.790544;0;5.76;-
f01 Ori;6.200911;+;16.130403;0;4.95;-
6 Gem;6.205305;+;22.908511;0;6.51;-
36 Cam;6.214184;+;65.718422;0;5.36;-
71 Ori;6.247466;+;19.156447;0;5.2;-
gam Mon;6.247592;-;6.274772;0;3.99;-
eta Gem;6.247971;+;22.506822;0;3.31;Tejat Prior
kap Aur;6.256302;+;29.498083;0;4.32;-
f02 Ori;6.25698;+;16.143181;0;5.34;-
40 Cam;6.261262;+;59.998972;0;5.37;-
73 Ori;6.26249;+;12.551067;0;5.44;-
8 Gem;6.271957;+;23.970028;0;6.09;-
k Ori;6.274061;+;12.272164;0;5.04;-
kap Col;6.275871;-;35.140517;0;4.37;-
9 Gem;6.282974;+;23.740911;0;6.24;-
l Ori;6.285173;+;9.942389;0;5.39;-
42 Aur;6.292957;+;46.42395;0;6.53;-
6 Mon;6.29309;-;10.724989;0;6.76;-
1 Lyn;6.298561;+;61.515286;0;5.01;-
43 Aur;6.304685;+;46.360447;0;6.33;-
10 Gem;6.315119;+;23.603286;0;6.58;-
11 Gem;6.322027;+;23.469406;0;6.91;-
12 Gem;6.322923;+;23.274506;0;6.95;-
2 Lyn;6.327053;+;59.010908;0;4.44;-
7 Mon;6.328555;-;7.822908;0;5.27;-
zet CMa;6.338552;-;30.063378;0;3.02;Furud
45 Aur;6.362814;+;53.452178;0;5.34;-
4 Lyn;6.367657;+;59.372072;0;6.05;-
del Col;6.368563;-;33.436406;0;3.85;-
3 Lyn;6.368914;+;61.759992;0;7.33;-
pi.01 Dor;6.377299;-;69.984044;0;5.56;-
nu. Pic;6.382174;-;56.369958;0;5.6;-
mu. Gem;6.382665;+;22.513831;0;2.87;Tejat Posterior
eps Mon A;6.396136;+;4.592867;0;4.39;-
psi01 Aur;6.414973;+;49.287894;0;4.92;-
T Mon;6.420278;+;7.085714;0;6.26;-
BL Ori;6.424493;+;14.721997;0;6.3;-
pi.02 Dor;6.424619;-;69.690306;0;5.37;-
G Pup;6.428794;-;48.176894;0;5.76;-
RR Lyn;6.44051;+;56.285097;0;5.53;-
5 Lyn;6.446909;+;58.417408;0;5.21;-
9 Mon;6.450243;-;4.355658;0;6.5;-
77 Ori;6.453822;+;0;0;5.19;-
78 Ori;6.454331;+;0;0;5.55;-
15 Gem;6.462934;+;20.789519;0;6.54;-
16 Gem;6.465742;+;20.496319;0;6.22;-
10 Mon;6.465991;-;4.762153;0;5.06;-
lam CMa;6.469502;-;32.580069;0;4.47;-
48 Aur;6.476136;+;30.493036;0;5.75;-
bet Mon A;6.480396;-;7.034447;0;3.76;-
nu. Gem;6.482719;+;20.212133;0;4.13;-
61 Pic;6.49125;-;56.852769;0;5.2;-
47 Aur;6.500826;+;46.685553;0;5.88;-
6 Lyn;6.513086;+;58.162642;0;5.86;-
19 Gem;6.527065;+;15.903497;0;6.38;-
ksi01 CMa;6.530936;-;23.418436;0;4.34;-
mu. Pic;6.532864;-;58.753833;0;5.69;-
20 Gem;6.538485;+;17.784344;0;6.26;-
12 Mon;6.538668;+;4.856003;0;5.88;-
WW Aur;6.540884;+;32.454903;0;5.82;-
13 Mon;6.548397;+;7.332967;0;4.47;-
7 Lyn;6.575777;+;55.353039;0;6.45;-
14 Mon;6.579533;+;7.572483;0;6.44;-
N Car;6.582939;-;52.975606;0;4.35;-
ksi02 CMa;6.584272;-;22.964831;0;4.54;-
49 Aur;6.586684;+;28.022311;0;5.26;-
23 Gem;6.600591;+;16.797022;0;6.73;-
nu.01 CMa;6.606347;-;18.6599;0;5.71;-
UU Aur;6.609122;+;38.4455;0;5.4;-
nu.02 CMa;6.611399;-;19.255883;0;3.95;-
11 Lyn;6.62733;+;56.857533;0;5.87;-
8 Lyn;6.628163;+;61.481228;0;5.94;-
nu. Pup;6.629353;-;43.195936;0;3.17;-
nu.03 CMa;6.631506;-;18.237475;0;4.42;-
53 Aur;6.639724;+;28.98435;0;5.76;-
V Pup;6.643788;-;48.220178;0;5.05;-
51 Aur;6.644316;+;39.390856;0;5.7;-
psi03 Aur;6.646995;+;39.902561;0;5.34;-
psi02 Aur;6.655508;+;42.488883;0;4.8;-
54 Aur;6.6592;+;28.263136;0;6.02;-
zet Men;6.667469;-;80.813589;0;5.61;-
15 Mon;6.682935;+;9.895056;0;4.66;-
25 Gem;6.689138;+;28.196639;0;6.45;-
26 Gem;6.706758;+;17.645308;0;5.2;-
psi04 Aur;6.718048;+;44.52445;0;5.04;-
eps Gem;6.732202;+;25.131125;0;3.06;Mebsuta
30 Gem;6.733137;+;13.228006;0;4.49;-
10 CMa;6.741241;-;31.070522;0;5.23;-
28 Gem;6.745961;+;28.970933;0;5.42;-
ksi Gem;6.754824;+;12.895594;0;3.35;Alzirr
32 Gem;6.765055;+;12.693558;0;6.47;-
12 Lyn;6.770591;+;59.441653;0;4.86;-
16 Mon;6.775671;+;8.587156;0;5.92;-
psi05 Aur;6.778983;+;43.577422;0;5.24;-
13 Lyn;6.780419;+;57.169178;0;5.34;-
11 CMa;6.780859;-;14.425972;0;5.28;-
12 CMa;6.783745;-;21.0154;0;6.07;-
V448 Car;6.78853;-;55.539989;0;5.6;-
17 Mon;6.788842;+;8.037253;0;4.77;-
x Pup;6.789278;-;37.9297;0;5.27;-
psi06 Aur;6.794327;+;48.789472;0;5.22;-
18 Mon;6.79768;+;2.412161;0;4.48;-
alf Pic;6.803182;-;61.941331;0;3.24;-
33 Gem;6.83051;+;16.202886;0;5.87;-
kap CMa;6.830685;-;32.508486;0;3.5;-
V415 Car;6.830921;-;53.622447;0;4.41;-
X Pup;6.831838;-;46.614564;0;5.14;-
tau Pup;6.832269;-;50.614553;0;2.94;-
35 Gem;6.840416;+;13.413175;0;5.68;-
psi07 Aur;6.846095;+;41.781239;0;4.99;-
42 Cam;6.849191;+;67.571942;0;5.14;-
iot Vol;6.857496;-;70.963411;0;5.41;-
d Gem;6.859179;+;21.761144;0;5.28;-
tet Gem;6.879816;+;33.961256;0;3.6;-
59 Aur;6.883726;+;38.869156;0;6.1;-
14 Lyn;6.884735;+;59.448547;0;5.34;-
60 Aur;6.887054;+;38.438019;0;6.32;-
