Code	RA		N/S	DEC	Diameter	mag	Name
IC223	2.366944	-	20.745833	1.2	13.4	-
IC224	2.412556	-	12.563889	0.5	14.3	-
IC225	2.441167	+	1.160833	1.0	13.5	-
IC226	2.462639	+	28.208889	1.7	14.2	-
IC227	2.467611	+	28.175556	1.3	14.5	-
IC228	2.444889	-	14.515833	1.1	14.0	-
IC229	2.456389	-	23.820000	0.0	0.0	-
IC230	2.479778	-	10.831667	0.4	14.8	-
IC231	2.498972	+	1.179444	1.0	13.6	-
IC232	2.519861	+	1.266111	1.3	12.7	-
IC233	2.527972	+	2.810556	0.4	14.2	-
IC234	2.527139	-	0.139444	0.6	14.5	-
IC235	2.547444	+	20.641389	0.4	14.4	-
IC236	2.548833	-	0.130833	0.6	16.0	-
IC237	2.558778	+	1.139722	0.5	14.7	-
IC238	2.589639	+	12.838333	1.2	12.8	-
IC239	2.607750	+	38.968889	4.6	11.1	-
IC240	2.649528	+	41.719444	0.0	0.0	-
IC241	2.631778	+	2.327778	1.1	13.4	-
IC242	2.640000	-	6.933611	0.0	0.0	-
IC243	2.642250	-	6.901667	1.2	14.2	-
IC244	2.656861	+	2.727500	0.7	14.8	-
IC245	2.648444	-	14.306111	1.1	14.3	-
IC246	2.674583	+	2.479167	0.8	14.3	-
IC247	2.669083	-	11.733333	1.2	14.0	-
IC248	2.690444	+	17.811944	0.9	13.4	-
IC249	2.683944	-	6.935556	1.9	12.8	-
IC250	2.681722	-	13.313611	0.9	13.9	-
IC251	2.687167	-	14.958056	0.6	14.0	-
IC252	2.695833	-	14.847778	0.7	14.7	-
IC252	2.695833	-	14.845278	0.3	15.7	-
IC253	2.701583	-	15.047222	0.9	13.9	-
IC254	2.701333	-	15.107222	0.4	15.2	-
IC255	2.784250	+	16.288889	0.7	14.9	-
IC256	2.827861	+	46.954444	0.5	16.9	-
IC257	2.829222	+	46.975556	1.4	12.6	-
IC258	2.829417	+	41.051944	1.0	14.1	-
IC259	2.828000	+	41.055556	0.7	14.3	-
IC260	2.850250	+	46.955000	1.0	13.2	-
IC261	2.817778	-	14.470278	1.3	13.6	-
IC262	2.862000	+	42.828333	1.6	13.2	-
IC263	2.827750	-	0.069722	0.6	14.1	-
IC264	2.813250	-	0.108611	0.4	14.7	-
IC265	2.912194	+	41.655833	0.7	14.6	-
IC266	2.917972	+	42.263889	0.7	14.8	-
IC267	2.897250	+	12.849167	1.6	13.0	-
IC268	2.924139	-	14.103333	1.0	14.6	-
IC269	2.924000	-	14.066389	1.1	14.4	-
IC270	2.928917	-	14.207500	1.7	12.9	-
IC271	2.933167	-	12.008333	0.9	13.8	-
IC272	2.935083	-	14.186944	1.0	14.1	-
IC273	2.952972	+	2.776111	1.5	13.4	-
IC274	3.001667	+	44.216667	0.0	0.0	-
IC275	3.015472	+	44.350278	0.3	16.3	-
IC275	3.015528	+	44.346111	0.2	16.5	-
IC275	3.016278	+	44.350556	0.2	15.6	-
IC276	2.978056	-	15.703333	2.0	13.1	-
IC277	2.997361	+	2.771111	1.3	13.1	-
IC278	3.025111	+	37.766389	1.1	13.2	-
IC279	3.020056	+	16.209167	0.4	14.5	-
IC280	3.050833	+	42.358889	0.0	0.0	-
IC281	3.077000	+	42.362778	0.4	14.6	-
IC282	3.103694	+	41.848889	1.4	12.5	-
IC283	3.064028	-	0.204444	0.7	14.9	-
IC284	3.102750	+	42.371667	3.8	11.5	-
IC285	3.068389	-	12.015000	1.1	14.2	-
IC286	3.079833	-	6.485278	0.0	0.0	-
IC287	3.082722	-	12.070000	0.8	14.7	-
IC288	3.125778	+	42.387778	1.0	14.2	-
